id,name,rank,observations_count,ancestry
152661,Ahnfeltiales,order,227
121454,Antipatharia,order,2153
50865,Bryopsidales,order,25337
67564,Sphenisciformes,order,25345
71280,Crossosomatales,order,21969
83242,Protura,order,121
152918,Mermithida,order,235
706026,Ralfsiales,order,789
775805,Pteropoda,order,1618
117881,Pyrenulales,order,1828
780253,Belemnitida,order,111
332902,Hymenophyllales,order,22472
624104,Rhinopristiformes,order,6059
51105,Pyrosomatida,order,2393
53537,Pilosa,order,19531
153112,Euphausiacea,order,478
334687,Euglyphida,order,624
151772,Bangiales,order,3574
49232,Petromyzontiformes,order,2593
56215,Diplura,order,3161
125771,Rhytismatales,order,23127
49369,Mecoptera,order,48403
62488,Pandanales,order,34599
144115,Cumacea,order,171
117897,Rhizocarpales,order,17055
488959,Cardiida,order,66459
68220,Zygophyllales,order,154727
152929,Cyclostomatida,order,1432
117709,Cydippida,order,2761
71277,Buxales,order,44668
153150,Ephedrales,order,32705
128528,Rhynchobdellida,order,5219
152534,Hysteriales,order,1074
152475,Chlamydodontida,order,302
3726,Ciconiiformes,order,110023
47547,Clypeasteroida,order,2470
67339,Gloeophyllales,order,29121
152529,Lichinales,order,2751
774638,Holothuriida,order,18872
152592,Hysterangiales,order,687
341052,Actinophryida,order,378
128118,Euryalida,order,1562
774759,Spinicaudata,order,544
152705,Pallaviciniales,order,3458
152945,Lumbriculida,order,190
1303727,Carangiformes,order,76925
127139,Rhabditida,order,4675
1122195,Bartramiales,order,9566
1268260,Stephanodiscales,order,459
67887,Dorylaimida,order,133
152778,Rhabdocoela,order,579
43327,Perissodactyla,order,70378
152100,Acoela,order,519
152593,Sebacinales,order,14845
1517229,Theropoda,order,274
60113,Isoetales,order,2530
20530,Tinamiformes,order,7322
48239,Paxillosida,order,8597
152358,Myxococcales,order,77
1446641,Peranemida,order,550
152530,Laboulbeniales,order,4422
47672,Forcipulatida,order,86884
63741,Gadiformes,order,6969
85503,Arcida,order,28311
1302983,Tubificida,order,2613
152679,Bacillariales,order,3116
83713,Ustilaginales,order,3992
152525,Taphrinales,order,12454
47683,Liceales,order,182
551704,Echiuroidea,order,1111
43276,Peramelemorphia,order,5802
152459,Peniculida,order,2062
152524,Orbiliales,order,3490
67889,Funariales,order,14456
152470,Euplotida,order,1013
372820,Dinornithiformes,order,61
50420,Coscinodiscales,order,547
60584,Clathrinida,order,1489
1360507,Spiriferida,order,40
117837,Halymeniales,order,3312
152541,Trypetheliales,order,3057
372831,Geoglossales,order,7842
127378,Mycocaliciales,order,2437
153148,Siphonophorida,order,234
428446,Chaetonotida,order,820
700466,Hippuritida,order,38
43083,Hyracoidea,order,6786
152890,Cidaroida,order,2904
58226,Dilleniales,order,33762
152220,Cryptomonadales,order,560
49189,Diaporthales,order,9314
551730,Suberitida,order,6129
52597,Peronosporales,order,3369
1276215,Haptorida,order,285
49967,Orectolobiformes,order,10304
58671,Leotiales,order,13316
117716,Leucosolenida,order,1607
152426,Ceratiomyxales,order,20140
152549,Baeomycetales,order,2424
152706,Pelliales,order,7888
153122,Siphonostomatoida,order,493
525653,Bucerotiformes,order,61186
1303731,Centrarchiformes,order,198156
60396,Notostraca,order,2018
143718,Botryosphaeriales,order,4943
153129,Tetramerocerata,order,389
1268258,Eupodiscales,order,238
43691,Proboscidea,order,23408
54544,Lepisosteiformes,order,10392
117791,Nemaliales,order,2674
246165,Xiphosurida,order,17556
340937,Stauriida,order,43
348304,Miliolida,order,378
774990,Ophiacanthida,order,7891
47391,Ophidiiformes,order,819
152302,Saprolegniales,order,170
152442,Dileptida,order,90
551567,Cyclophyllidea,order,253
551722,Clionaida,order,5601
152533,Dothideales,order,269
152822,Narcomedusae,order,188
635987,Endeostigmata,suborder,107224
775017,Verongiida,order,7260
48045,Apodida,order,3233
51413,Elopiformes,order,3759
71283,Gunnerales,order,12173
81622,Myida,order,22520
152556,Coronophorales,order,574
775833,Pleurobranchida,order,5862
71270,Acorales,order,4593
152616,Endogonales,order,386
152693,Surirellales,order,1313
1303736,Cichliformes,order,45363
51373,Batrachoidiformes,order,4459
61542,Lophiiformes,order,8636
152591,Atheliales,order,3167
775807,Siphonariida,order,6117
1446718,Petalomonadida,order,87
83202,Strepsiptera,order,878
152668,Plocamiales,order,3475
152740,Oedogoniales,order,1330
152818,Corallimorpharia,order,4316
345849,Sphaeropleales,order,5916
348290,Rotaliida,order,1058
367701,Rheiformes,order,4151
551718,Tetractinellida,order,1817
20715,Trogoniformes,order,34657
53400,Garryales,order,24773
53512,Synbranchiformes,order,2115
54700,Sphagnales,order,58817
152376,Nitrosomonadales,order,327
152383,Rhizobiales,order,9879
152732,Chlorellales,order,802
152775,Echiniscoidea,order,194
246149,Carybdeida,order,610
332903,Gleicheniales,order,27281
791020,Heteronemertea,order,1441
3686,Coliiformes,order,7365
71266,Otidiformes,order,13629
152340,Actinomycetales,order,564
152731,Ulotrichales,order,1663
152944,Enchytraeida,order,2797
52559,Gymnotiformes,order,666
68616,Hildenbrandiales,order,1284
70101,Dentaliida,order,618
83200,Zoraptera,order,57
144119,Arguloida,order,284
152817,Coronatae,order,251
152857,Flosculariaceae,order,445
1520268,Mycosphaerellales,order,16715
152449,Heterotrichida,order,1868
152809,Proseriata,order,41
152877,Doliolida,order,35
152880,Brisingida,order,36
367702,Casuariiformes,order,8138
1443225,Reticulariales,order,72639
68110,Plumatellida,order,3048
152461,Pleuronematida,order,359
152725,Charales,order,7712
774761,Cyclestherida,order,30
775851,Adapedonta,order,12253
1062096,Orthocerida,order,19
46306,Sirenia,order,7818
130024,Exobasidiales,order,9718
332901,Osmundales,order,90851
525115,Productida,order,18
152603,Glomerales,order,71
152938,Spionida,order,1392
367703,Apterygiformes,order,936
777018,Lepidostromatales,order,408
1303739,Scombriformes,order,14056
46280,Scandentia,order,2098
49887,Osmeriformes,order,1483
83716,Saccharomycetales,order,378
118116,Trechisporales,order,755
152536,Meliolales,order,111
152936,Myzostomida,order,63
153070,Ceratophyllales,order,8599
775813,Ellobiida,order,3526
791362,Trapeliales,order,4279
972930,Craspedida,order,171
48697,Hookeriales,order,2449
122160,Terebratulida,order,798
152730,Dasycladales,order,2114
152874,Copelata,order,184
311344,Amoebida,order,38
775835,Cycloneritida,order,26099
1043961,Melosirales,order,1257
49240,Osteoglossiformes,order,2633
49824,Acipenseriformes,order,3201
51019,Stauromedusae,order,707
56329,Anthocerotales,order,643
85509,Ceratodontiformes,order,198
123860,Ochromonadales,order,201
152582,Atractiellales,order,5200
152904,Monostilifera,order,1756
372830,Glomerellales,order,1471
791214,Tubeufiales,order,411
1288858,Idiosepida,order,293
1465776,Spirulinales,order,126
48792,Diadematoida,order,9974
51325,Torpediniformes,order,2932
63644,Dendroceratida,order,1561
152463,Nassulida,order,45
152827,Homosclerophorida,order,699
244952,Hedwigiales,order,11192
332905,Salviniales,order,23653
550930,Peyssonneliales,order,684
775850,Lucinida,order,5218
1110081,Tremellodendropsidales,order,1719
53540,Ophiostomatales,order,437
55328,Ophioglossales,order,48346
152272,Rhizosoleniales,order,211
152887,Molpadida,order,852
203045,Lycoperdales,order,11
775852,Carditida,order,5014
43208,Macroscelidea,order,647
51829,Marattiales,order,7294
71282,Escalloniales,order,9989
123388,Nautilida,order,293
123650,Palmariales,order,3778
152454,Prorodontida,order,663
152736,Chaetophorales,order,594
152824,Chirodropida,order,217
152926,Platyctenida,order,409
152935,Amphinomida,order,4955
153128,Hexamerocerata,order,10
551719,Axinellida,order,2442
735410,Strigulales,order,442
775846,Lepetellida,order,29199
947922,Hypnodendrales,order,2739
43357,Pholidota,order,898
49409,Aulopiformes,order,9606
57780,Bonnemaisoniales,order,1749
63722,Albuliformes,order,426
71057,Canellales,order,7901
126706,Enterobacteriales,order,807
129765,Ricinulei,order,73
130226,Noctilucales,order,340
152254,Desmarestiales,order,2104
152289,Tribonematales,order,166
152481,Colpodida,order,180
152545,Chaetothyriales,order,471
152560,Phyllachorales,order,773
152808,Prolecithophora,order,199
152905,Polystilifera,order,44
246156,Leptostraca,order,62
912296,Collodaria,order,89
987183,Amylocorticiales,order,7569
53660,Vaucheriales,order,1493
152268,Hemiaulales,order,132
152456,Spathidiida,order,59
152688,Rhabdonematales,order,1644
152742,Prasiolales,order,604
152966,Neelipleona,order,133
503235,Coccolithales,order,13
551616,Plectida,order,35
704640,Therapsida,order,12
42434,Afrosoricida,order,1089
83738,Cystofilobasidiales,order,551
123868,Biddulphiales,order,93
129764,Palpigradi,order,47
